key,north_weight,east_weight,south_weight,west_weight
"(34.521739,125.871795)",0,2,1,0
"(34.565217,125.871795)",8,4,2,0
"(34.608696,125.871795)",18,12,4,0
"(34.652174,125.871795)",20,8,4,0
"(34.695652,125.871795)",32,10,11,0
"(34.739130,125.871795)",1,1,0,0
"(34.782609,125.871795)",3,1,1,0
"(34.826087,125.871795)",0,0,1,0
"(34.869565,125.871795)",2,0,1,0
"(34.913043,125.871795)",10,0,3,0
"(34.956522,125.871795)",15,0,0,0
"(35.000000,125.871795)",3,1,2,0
"(35.043478,125.871795)",2,1,0,0
"(35.086957,125.871795)",2,0,0,0
"(35.130435,125.871795)",1,0,0,0
"(35.173913,125.871795)",0,0,0,0
"(35.217391,125.871795)",0,0,0,0
"(35.260870,125.871795)",0,0,0,0
"(35.304348,125.871795)",0,0,0,0
"(35.347826,125.871795)",0,0,0,0
"(35.391304,125.871795)",0,0,0,0
"(35.434783,125.871795)",2,0,0,0
"(35.478261,125.871795)",3,0,0,0
"(35.521739,125.871795)",3,0,1,0
"(35.565217,125.871795)",4,1,0,0
"(35.608696,125.871795)",2,0,0,0
"(35.652174,125.871795)",4,1,1,0
"(35.695652,125.871795)",8,2,1,0
"(35.739130,125.871795)",7,1,3,0
"(35.782609,125.871795)",2,1,2,0
"(35.826087,125.871795)",2,0,0,0
"(35.869565,125.871795)",3,0,0,0
"(35.913043,125.871795)",2,0,1,0
"(35.956522,125.871795)",1,2,1,0
"(32.000000,125.923077)",1,0,0,0
"(32.043478,125.923077)",1,0,2,0
"(32.086957,125.923077)",1,0,3,0
"(32.130435,125.923077)",5,0,2,0
"(32.173913,125.923077)",5,0,4,0
"(32.217391,125.923077)",2,2,5,0
"(32.260870,125.923077)",6,1,4,0
"(32.304348,125.923077)",5,1,3,0
"(32.347826,125.923077)",2,0,2,0
"(32.391304,125.923077)",4,1,1,0
"(32.434783,125.923077)",2,3,3,0
"(32.478261,125.923077)",1,1,4,0
"(32.521739,125.923077)",3,4,4,0
"(32.565217,125.923077)",9,6,7,0
"(32.608696,125.923077)",9,6,3,0
"(32.652174,125.923077)",11,6,3,0
"(32.695652,125.923077)",8,4,6,0
"(32.739130,125.923077)",11,7,4,0
"(32.782609,125.923077)",6,2,2,0
"(32.826087,125.923077)",4,3,1,0
"(32.869565,125.923077)",4,4,2,0
"(32.913043,125.923077)",3,3,0,0
"(32.956522,125.923077)",4,3,0,0
"(33.000000,125.923077)",3,1,1,0
"(33.043478,125.923077)",10,4,3,0
"(33.086957,125.923077)",16,6,3,0
"(33.130435,125.923077)",25,0,3,0
"(33.173913,125.923077)",181,6,4,0
"(33.217391,125.923077)",26,2,10,0
"(33.260870,125.923077)",10,2,2,0
"(33.304348,125.923077)",9,1,2,0
"(33.347826,125.923077)",11,1,2,0
"(33.391304,125.923077)",4,2,2,0
"(33.434783,125.923077)",0,2,1,0
"(33.478261,125.923077)",1,11,0,0
"(33.521739,125.923077)",2,6,0,0
"(33.565217,125.923077)",1,2,1,0
"(33.608696,125.923077)",1,1,3,0
"(33.652174,125.923077)",2,1,1,0
"(33.695652,125.923077)",2,1,3,0
"(33.739130,125.923077)",5,5,4,0
"(33.782609,125.923077)",7,2,5,0
"(33.826087,125.923077)",7,6,5,0
"(33.869565,125.923077)",8,5,6,0
"(33.913043,125.923077)",13,3,1,0
"(33.956522,125.923077)",14,5,4,0
"(34.000000,125.923077)",18,3,8,0
"(34.043478,125.923077)",22,12,3,0
"(34.086957,125.923077)",18,3,9,0
"(34.130435,125.923077)",9,4,6,0
"(34.173913,125.923077)",11,9,3,0
"(34.217391,125.923077)",7,1,6,0
"(34.260870,125.923077)",5,2,5,0
"(34.304348,125.923077)",10,3,3,0
"(34.347826,125.923077)",9,2,6,0
"(34.391304,125.923077)",8,3,4,0
"(34.434783,125.923077)",6,4,8,0
"(34.478261,125.923077)",3,9,3,0
"(34.521739,125.923077)",9,11,0,0
"(34.565217,125.923077)",12,9,0,0
"(34.608696,125.923077)",15,9,2,0
"(34.652174,125.923077)",4,0,1,0
"(34.695652,125.923077)",21,0,13,0
"(34.739130,125.923077)",16,0,12,0
"(34.782609,125.923077)",3,0,0,0
"(34.826087,125.923077)",3,0,0,0
"(34.869565,125.923077)",1,0,1,0
"(34.913043,125.923077)",5,0,4,0
"(34.956522,125.923077)",16,0,4,0
"(35.000000,125.923077)",3,1,3,0
"(35.043478,125.923077)",2,0,0,0
"(35.086957,125.923077)",3,0,0,0
"(35.130435,125.923077)",1,0,0,0
"(35.173913,125.923077)",1,0,0,0
"(35.217391,125.923077)",1,0,0,0
"(35.260870,125.923077)",1,0,0,0
"(35.304348,125.923077)",1,0,0,0
"(35.347826,125.923077)",0,0,0,0
"(35.391304,125.923077)",0,0,0,0
"(35.434783,125.923077)",0,0,0,0
"(35.478261,125.923077)",1,0,0,0
"(35.521739,125.923077)",2,0,1,0
"(35.565217,125.923077)",3,1,2,0
"(35.608696,125.923077)",1,1,0,0
"(35.652174,125.923077)",3,1,1,0
"(35.695652,125.923077)",5,4,1,0
"(35.739130,125.923077)",5,2,1,0
"(35.782609,125.923077)",1,0,4,0
"(35.826087,125.923077)",2,0,2,0
"(35.869565,125.923077)",1,0,1,0
"(35.913043,125.923077)",1,0,1,0
"(35.956522,125.923077)",1,1,2,0
"(32.000000,125.974359)",2,0,0,0
"(32.043478,125.974359)",0,0,1,0
"(32.086957,125.974359)",1,0,3,0
"(32.130435,125.974359)",5,0,4,0
"(32.173913,125.974359)",4,1,5,0
"(32.217391,125.974359)",2,3,4,0
"(32.260870,125.974359)",2,2,5,0
"(32.304348,125.974359)",7,3,2,0
"(32.347826,125.974359)",8,5,2,0
"(32.391304,125.974359)",7,4,4,0
"(32.434783,125.974359)",2,3,0,0
"(32.478261,125.974359)",3,4,3,0
"(32.521739,125.974359)",7,4,3,0
"(32.565217,125.974359)",7,3,4,0
"(32.608696,125.974359)",4,1,3,0
"(32.652174,125.974359)",6,3,0,0
"(32.695652,125.974359)",9,1,5,0
"(32.739130,125.974359)",8,3,3,0
"(32.782609,125.974359)",3,2,4,0
"(32.826087,125.974359)",5,4,1,0
"(32.869565,125.974359)",4,3,4,0
"(32.913043,125.974359)",5,1,2,0
"(32.956522,125.974359)",6,2,2,0
"(33.000000,125.974359)",5,2,3,0
"(33.043478,125.974359)",7,3,8,0
"(33.086957,125.974359)",28,8,3,0
"(33.130435,125.974359)",37,12,2,0
"(33.173913,125.974359)",409,17,6,0
"(33.217391,125.974359)",30,16,7,0
"(33.260870,125.974359)",19,3,5,0
"(33.304348,125.974359)",7,5,6,0
"(33.347826,125.974359)",11,2,5,0
"(33.391304,125.974359)",12,2,5,0
"(33.434783,125.974359)",6,4,4,0
"(33.478261,125.974359)",0,15,1,0
"(33.521739,125.974359)",1,4,0,0
"(33.565217,125.974359)",0,2,0,0
"(33.608696,125.974359)",3,1,2,0
"(33.652174,125.974359)",6,5,3,0
"(33.695652,125.974359)",9,4,5,0
"(33.739130,125.974359)",13,6,6,0
"(33.782609,125.974359)",7,5,2,0
"(33.826087,125.974359)",11,3,1,0
"(33.869565,125.974359)",11,4,2,0
"(33.913043,125.974359)",11,4,1,0
"(33.956522,125.974359)",9,4,2,0
"(34.000000,125.974359)",10,1,6,0
"(34.043478,125.974359)",19,9,2,0
"(34.086957,125.974359)",19,1,11,0
"(34.130435,125.974359)",15,7,4,0
"(34.173913,125.974359)",13,10,4,0
"(34.217391,125.974359)",6,5,2,0
"(34.260870,125.974359)",9,3,5,0
"(34.304348,125.974359)",8,5,7,0
"(34.347826,125.974359)",9,2,5,0
"(34.391304,125.974359)",3,2,1,0
"(34.434783,125.974359)",10,10,4,0
"(34.478261,125.974359)",10,10,2,0
"(34.521739,125.974359)",8,6,0,0
"(34.565217,125.974359)",2,1,0,0
"(34.608696,125.974359)",3,2,3,0
"(34.652174,125.974359)",5,0,2,0
"(34.695652,125.974359)",1,0,0,0
"(34.739130,125.974359)",18,14,12,0
"(34.782609,125.974359)",0,0,0,0
"(34.826087,125.974359)",3,0,0,0
"(34.869565,125.974359)",0,0,0,0
"(34.913043,125.974359)",2,0,0,0
"(34.956522,125.974359)",18,2,3,0
"(35.000000,125.974359)",14,7,2,0
"(35.043478,125.974359)",4,5,2,0
"(35.086957,125.974359)",4,7,2,0
"(35.130435,125.974359)",3,6,1,0
"(35.173913,125.974359)",3,6,2,0
"(35.217391,125.974359)",4,3,4,0
"(35.260870,125.974359)",1,0,6,0
"(35.304348,125.974359)",5,2,5,0
"(35.347826,125.974359)",1,2,3,0
"(35.391304,125.974359)",1,0,0,0
"(35.434783,125.974359)",1,0,0,0
"(35.478261,125.974359)",2,0,0,0
"(35.521739,125.974359)",2,0,0,0
"(35.565217,125.974359)",3,1,2,0
"(35.608696,125.974359)",5,0,1,0
"(35.652174,125.974359)",6,1,0,0
"(35.695652,125.974359)",6,3,5,0
"(35.739130,125.974359)",3,2,0,0
"(35.782609,125.974359)",2,0,1,0
"(35.826087,125.974359)",2,0,2,0
"(35.869565,125.974359)",2,0,3,0
"(35.913043,125.974359)",4,0,3,0
"(35.956522,125.974359)",5,2,2,0
"(32.000000,126.025641)",5,0,0,0
"(32.043478,126.025641)",3,1,1,0
"(32.086957,126.025641)",2,1,2,0
"(32.130435,126.025641)",1,0,6,0
"(32.173913,126.025641)",6,1,6,0
"(32.217391,126.025641)",3,3,4,0
"(32.260870,126.025641)",2,1,4,0
"(32.304348,126.025641)",3,1,5,0
"(32.347826,126.025641)",8,2,5,0
"(32.391304,126.025641)",12,4,4,0
"(32.434783,126.025641)",9,4,1,0
"(32.478261,126.025641)",5,4,2,0
"(32.521739,126.025641)",6,5,3,0
"(32.565217,126.025641)",4,4,5,0
"(32.608696,126.025641)",1,4,6,0
"(32.652174,126.025641)",1,2,4,0
"(32.695652,126.025641)",4,2,2,0
"(32.739130,126.025641)",2,1,4,0
"(32.782609,126.025641)",3,0,2,0
"(32.826087,126.025641)",3,2,1,0
"(32.869565,126.025641)",1,2,1,0
"(32.913043,126.025641)",1,0,1,0
"(32.956522,126.025641)",4,2,1,0
"(33.000000,126.025641)",5,1,2,0
"(33.043478,126.025641)",9,1,5,0
"(33.086957,126.025641)",22,18,13,0
"(33.130435,126.025641)",27,12,19,0
"(33.173913,126.025641)",474,8,12,0
"(33.217391,126.025641)",18,7,11,0
"(33.260870,126.025641)",23,4,2,0
"(33.304348,126.025641)",14,5,6,0
"(33.347826,126.025641)",7,2,4,0
"(33.391304,126.025641)",16,5,6,1
"(33.434783,126.025641)",12,11,5,0
"(33.478261,126.025641)",4,12,1,0
"(33.521739,126.025641)",1,1,0,0
"(33.565217,126.025641)",4,2,0,0
"(33.608696,126.025641)",1,2,3,0
"(33.652174,126.025641)",3,4,3,0
"(33.695652,126.025641)",9,2,4,0
"(33.739130,126.025641)",10,4,4,0
"(33.782609,126.025641)",3,0,2,0
"(33.826087,126.025641)",8,2,1,0
"(33.869565,126.025641)",11,2,2,0
"(33.913043,126.025641)",10,3,0,0
"(33.956522,126.025641)",7,2,3,0
"(34.000000,126.025641)",9,0,6,0
"(34.043478,126.025641)",17,9,4,0
"(34.086957,126.025641)",20,2,9,0
"(34.130435,126.025641)",33,11,3,0
"(34.173913,126.025641)",24,6,12,0
"(34.217391,126.025641)",18,2,9,0
"(34.260870,126.025641)",2,0,1,0
"(34.304348,126.025641)",15,3,6,0
"(34.347826,126.025641)",15,15,2,0
"(34.391304,126.025641)",23,23,2,0
"(34.434783,126.025641)",28,9,17,0
"(34.478261,126.025641)",1,0,2,0
"(34.521739,126.025641)",1,0,0,0
"(34.565217,126.025641)",8,0,0,0
"(34.608696,126.025641)",8,8,7,0
"(34.652174,126.025641)",10,4,6,0
"(34.695652,126.025641)",5,3,4,0
"(34.739130,126.025641)",34,3,29,0
"(34.782609,126.025641)",19,1,17,0
"(34.826087,126.025641)",3,0,1,0
"(34.869565,126.025641)",0,0,0,0
"(34.913043,126.025641)",0,1,0,0
"(34.956522,126.025641)",8,7,3,0
"(35.000000,126.025641)",23,11,4,0
"(35.043478,126.025641)",5,5,0,0
"(35.086957,126.025641)",4,4,1,0
"(35.130435,126.025641)",1,1,1,0
"(35.173913,126.025641)",0,0,1,0
"(35.217391,126.025641)",2,0,1,0
"(35.260870,126.025641)",2,0,2,0
"(35.304348,126.025641)",2,0,6,0
"(35.347826,126.025641)",0,0,4,0
"(35.391304,126.025641)",0,0,0,0
"(35.434783,126.025641)",0,0,0,0
"(35.478261,126.025641)",0,0,0,0
"(35.521739,126.025641)",2,1,0,0
"(35.565217,126.025641)",2,1,1,0
"(35.608696,126.025641)",5,1,2,0
"(35.652174,126.025641)",6,2,1,0
"(35.695652,126.025641)",5,3,5,0
"(35.739130,126.025641)",2,0,4,0
"(35.782609,126.025641)",4,0,0,0
"(35.826087,126.025641)",2,0,0,0
"(35.869565,126.025641)",2,0,1,0
"(35.913043,126.025641)",6,0,3,0
"(35.956522,126.025641)",6,3,5,0
"(32.000000,126.076923)",2,0,0,0
"(32.043478,126.076923)",2,0,1,0
"(32.086957,126.076923)",1,1,0,0
"(32.130435,126.076923)",0,0,4,0
"(32.173913,126.076923)",4,3,5,0
"(32.217391,126.076923)",2,3,6,0
"(32.260870,126.076923)",2,0,2,0
"(32.304348,126.076923)",3,0,5,0
"(32.347826,126.076923)",5,1,5,0
"(32.391304,126.076923)",5,6,7,0
"(32.434783,126.076923)",9,5,3,0
"(32.478261,126.076923)",8,7,1,0
"(32.521739,126.076923)",4,7,3,0
"(32.565217,126.076923)",1,4,3,0
"(32.608696,126.076923)",0,2,5,0
"(32.652174,126.076923)",2,0,6,0
"(32.695652,126.076923)",3,0,4,0
"(32.739130,126.076923)",3,0,4,0
"(32.782609,126.076923)",3,1,3,0
"(32.826087,126.076923)",3,3,3,0
"(32.869565,126.076923)",5,2,2,0
"(32.913043,126.076923)",7,2,0,0
"(32.956522,126.076923)",4,2,1,0
"(33.000000,126.076923)",4,2,0,0
"(33.043478,126.076923)",11,4,5,0
"(33.086957,126.076923)",25,6,20,0
"(33.130435,126.076923)",24,10,14,0
"(33.173913,126.076923)",47,5,4,0
"(33.217391,126.076923)",19,7,4,0
"(33.260870,126.076923)",25,4,6,0
"(33.304348,126.076923)",35,5,7,0
"(33.347826,126.076923)",19,0,11,0
"(33.391304,126.076923)",23,4,12,0
"(33.434783,126.076923)",17,22,8,0
"(33.478261,126.076923)",9,8,1,0
"(33.521739,126.076923)",1,2,1,0
"(33.565217,126.076923)",4,2,0,0
"(33.608696,126.076923)",4,4,1,0
"(33.652174,126.076923)",5,9,3,0
"(33.695652,126.076923)",12,5,7,0
"(33.739130,126.076923)",9,9,5,0
"(33.782609,126.076923)",2,3,5,0
"(33.826087,126.076923)",8,3,1,0
"(33.869565,126.076923)",10,5,3,0
"(33.913043,126.076923)",5,3,0,0
"(33.956522,126.076923)",3,1,1,0
"(34.000000,126.076923)",5,0,5,0
"(34.043478,126.076923)",11,10,4,0
"(34.086957,126.076923)",12,3,10,0
"(34.130435,126.076923)",25,9,3,0
"(34.173913,126.076923)",20,5,3,0
"(34.217391,126.076923)",29,1,9,0
"(34.260870,126.076923)",30,6,5,0
"(34.304348,126.076923)",57,23,14,0
"(34.347826,126.076923)",78,41,16,0
"(34.391304,126.076923)",21,14,0,0
"(34.434783,126.076923)",28,0,24,0
"(34.478261,126.076923)",28,0,26,0
"(34.521739,126.076923)",7,0,4,0
"(34.565217,126.076923)",2,9,0,0
"(34.608696,126.076923)",10,4,6,0
"(34.652174,126.076923)",14,5,8,0
"(34.695652,126.076923)",0,0,0,0
"(34.739130,126.076923)",12,16,0,0
"(34.782609,126.076923)",13,1,9,0
"(34.826087,126.076923)",3,0,0,0
"(34.869565,126.076923)",6,7,0,0
"(34.913043,126.076923)",3,10,0,0
"(34.956522,126.076923)",4,7,0,0
"(35.000000,126.076923)",22,0,8,0
"(35.043478,126.076923)",43,17,8,0
"(35.086957,126.076923)",7,1,3,0
"(35.130435,126.076923)",1,0,0,0
"(35.173913,126.076923)",1,0,0,0
"(35.217391,126.076923)",0,0,0,0
"(35.260870,126.076923)",2,0,1,0
"(35.304348,126.076923)",4,0,2,0
"(35.347826,126.076923)",2,0,6,0
"(35.391304,126.076923)",0,0,3,0
"(35.434783,126.076923)",0,0,1,0
"(35.478261,126.076923)",0,0,0,0
"(35.521739,126.076923)",0,1,0,0
"(35.565217,126.076923)",3,0,1,0
"(35.608696,126.076923)",6,1,1,0
"(35.652174,126.076923)",5,4,1,0
"(35.695652,126.076923)",6,2,4,0
"(35.739130,126.076923)",2,0,2,0
"(35.782609,126.076923)",4,0,1,0
"(35.826087,126.076923)",2,0,1,0
"(35.869565,126.076923)",1,1,0,0
"(35.913043,126.076923)",4,1,3,0
"(35.956522,126.076923)",5,6,3,1
"(32.000000,126.128205)",2,0,0,0
"(32.043478,126.128205)",2,0,0,0
"(32.086957,126.128205)",2,0,0,0
"(32.130435,126.128205)",1,0,0,0
"(32.173913,126.128205)",3,1,2,0
"(32.217391,126.128205)",4,0,6,0
"(32.260870,126.128205)",3,1,5,0
"(32.304348,126.128205)",3,1,3,0
"(32.347826,126.128205)",2,3,4,0
"(32.391304,126.128205)",5,5,5,0
"(32.434783,126.128205)",6,3,4,0
"(32.478261,126.128205)",5,4,1,0
"(32.521739,126.128205)",3,1,2,0
"(32.565217,126.128205)",4,2,3,0
"(32.608696,126.128205)",3,2,4,0
"(32.652174,126.128205)",1,1,5,0
"(32.695652,126.128205)",1,0,5,0
"(32.739130,126.128205)",78,0,5,0
"(32.782609,126.128205)",4,0,7,0
"(32.826087,126.128205)",5,3,2,0
"(32.869565,126.128205)",5,3,3,0
"(32.913043,126.128205)",3,1,2,0
"(32.956522,126.128205)",0,2,0,0
"(33.000000,126.128205)",12,4,0,0
"(33.043478,126.128205)",9,4,2,0
"(33.086957,126.128205)",26,5,7,0
"(33.130435,126.128205)",38,21,8,0
"(33.173913,126.128205)",66,28,10,0
"(33.217391,126.128205)",13,19,3,0
"(33.260870,126.128205)",12,8,1,0
"(33.304348,126.128205)",20,3,13,0
"(33.347826,126.128205)",32,3,13,0
"(33.391304,126.128205)",23,3,14,0
"(33.434783,126.128205)",21,22,18,0
"(33.478261,126.128205)",16,3,5,0
"(33.521739,126.128205)",11,4,1,0
"(33.565217,126.128205)",8,2,0,0
"(33.608696,126.128205)",9,7,1,0
"(33.652174,126.128205)",13,10,1,0
"(33.695652,126.128205)",23,4,6,0
"(33.739130,126.128205)",61,25,8,0
"(33.782609,126.128205)",14,14,29,0
"(33.826087,126.128205)",8,5,2,0
"(33.869565,126.128205)",7,4,5,0
"(33.913043,126.128205)",2,1,1,0
"(33.956522,126.128205)",2,4,1,0
"(34.000000,126.128205)",6,0,5,0
"(34.043478,126.128205)",5,13,7,0
"(34.086957,126.128205)",12,6,6,0
"(34.130435,126.128205)",11,7,2,0
"(34.173913,126.128205)",7,1,6,0
"(34.217391,126.128205)",8,3,5,0
"(34.260870,126.128205)",27,20,3,0
"(34.304348,126.128205)",28,24,0,0
"(34.347826,126.128205)",24,7,25,0
"(34.391304,126.128205)",0,0,0,0
"(34.434783,126.128205)",0,0,0,0
"(34.478261,126.128205)",23,2,24,0
"(34.521739,126.128205)",19,2,20,0
"(34.565217,126.128205)",13,2,13,0
"(34.608696,126.128205)",1,0,1,0
"(34.652174,126.128205)",24,4,5,0
"(34.695652,126.128205)",14,2,8,0
"(34.739130,126.128205)",14,17,0,0
"(34.782609,126.128205)",4,1,6,0
"(34.826087,126.128205)",5,11,4,0
"(34.869565,126.128205)",4,12,0,0
"(34.913043,126.128205)",2,2,0,0
"(34.956522,126.128205)",1,0,0,0
"(35.000000,126.128205)",0,0,0,0
"(35.043478,126.128205)",50,16,35,0
"(35.086957,126.128205)",10,5,33,0
"(35.130435,126.128205)",0,1,1,0
"(35.173913,126.128205)",1,3,0,0
"(35.217391,126.128205)",2,2,0,0
"(35.260870,126.128205)",0,1,1,0
"(35.304348,126.128205)",2,0,0,0
"(35.347826,126.128205)",3,0,2,0
"(35.391304,126.128205)",0,0,2,0
"(35.434783,126.128205)",0,0,3,0
"(35.478261,126.128205)",0,0,2,0
"(35.521739,126.128205)",0,2,2,0
"(35.565217,126.128205)",5,1,0,0
"(35.608696,126.128205)",5,3,4,0
"(35.652174,126.128205)",5,5,5,0
"(35.695652,126.128205)",5,2,4,0
"(35.739130,126.128205)",3,1,1,0
"(35.782609,126.128205)",5,1,0,0
"(35.826087,126.128205)",4,3,0,0
"(35.869565,126.128205)",2,2,1,0
"(35.913043,126.128205)",4,2,3,0
"(35.956522,126.128205)",5,4,1,0
"(32.000000,126.179487)",2,0,1,0
"(32.043478,126.179487)",3,0,1,0
"(32.086957,126.179487)",1,0,0,0
"(32.130435,126.179487)",2,0,0,0
"(32.173913,126.179487)",2,1,1,0
"(32.217391,126.179487)",3,3,1,0
"(32.260870,126.179487)",4,2,5,0
"(32.304348,126.179487)",9,1,5,0
"(32.347826,126.179487)",8,2,4,0
"(32.391304,126.179487)",7,2,2,0
"(32.434783,126.179487)",6,3,5,0
"(32.478261,126.179487)",8,4,3,0
"(32.521739,126.179487)",5,5,1,0
"(32.565217,126.179487)",4,3,4,0
"(32.608696,126.179487)",3,2,4,0
"(32.652174,126.179487)",4,0,4,0
"(32.695652,126.179487)",4,0,4,0
"(32.739130,126.179487)",2,0,3,0
"(32.782609,126.179487)",2,1,7,0
"(32.826087,126.179487)",3,1,5,0
"(32.869565,126.179487)",2,2,2,0
"(32.913043,126.179487)",1,1,2,0
"(32.956522,126.179487)",2,2,0,0
"(33.000000,126.179487)",16,6,10,0
"(33.043478,126.179487)",13,3,2,0
"(33.086957,126.179487)",18,11,4,0
"(33.130435,126.179487)",37,15,7,0
"(33.173913,126.179487)",62,17,25,0
"(33.217391,126.179487)",5,9,0,0
"(33.260870,126.179487)",0,0,0,0
"(33.304348,126.179487)",0,0,0,0
"(33.347826,126.179487)",23,0,6,0
"(33.391304,126.179487)",34,27,12,0
"(33.434783,126.179487)",20,32,14,0
"(33.478261,126.179487)",20,13,11,0
"(33.521739,126.179487)",19,11,5,0
"(33.565217,126.179487)",13,6,2,0
"(33.608696,126.179487)",31,13,3,0
"(33.652174,126.179487)",21,10,6,0
"(33.695652,126.179487)",26,3,3,0
"(33.739130,126.179487)",34,26,11,0
"(33.782609,126.179487)",15,9,3,0
"(33.826087,126.179487)",12,6,2,0
"(33.869565,126.179487)",8,4,7,0
"(33.913043,126.179487)",4,2,0,0
"(33.956522,126.179487)",14,2,1,0
"(34.000000,126.179487)",9,4,4,0
"(34.043478,126.179487)",9,14,10,0
"(34.086957,126.179487)",17,8,6,0
"(34.130435,126.179487)",14,5,0,0
"(34.173913,126.179487)",9,5,0,0
"(34.217391,126.179487)",20,12,1,0
"(34.260870,126.179487)",26,21,1,0
"(34.304348,126.179487)",10,6,0,0
"(34.347826,126.179487)",0,2,2,0
"(34.391304,126.179487)",0,0,0,0
"(34.434783,126.179487)",0,0,0,0
"(34.478261,126.179487)",8,2,7,0
"(34.521739,126.179487)",50,3,15,0
"(34.565217,126.179487)",26,1,27,0
"(34.608696,126.179487)",25,2,25,0
"(34.652174,126.179487)",9,5,20,0
"(34.695652,126.179487)",25,3,16,0
"(34.739130,126.179487)",20,4,12,0
"(34.782609,126.179487)",7,8,0,0
"(34.826087,126.179487)",9,9,2,0
"(34.869565,126.179487)",7,4,0,0
"(34.913043,126.179487)",4,0,4,0
"(34.956522,126.179487)",8,4,1,0
"(35.000000,126.179487)",21,6,0,0
"(35.043478,126.179487)",11,14,10,0
"(35.086957,126.179487)",2,0,3,0
"(35.130435,126.179487)",5,5,1,0
"(35.173913,126.179487)",5,5,0,0
"(35.217391,126.179487)",2,2,0,0
"(35.260870,126.179487)",0,0,0,0
"(35.304348,126.179487)",2,0,0,0
"(35.347826,126.179487)",3,0,2,0
"(35.391304,126.179487)",0,0,1,0
"(35.434783,126.179487)",0,0,1,0
"(35.478261,126.179487)",0,0,1,0
"(35.521739,126.179487)",1,1,2,0
"(35.565217,126.179487)",2,0,2,0
"(35.608696,126.179487)",1,1,4,0
"(35.652174,126.179487)",2,2,2,0
"(35.695652,126.179487)",4,0,5,0
"(35.739130,126.179487)",5,0,4,0
"(35.782609,126.179487)",1,0,3,0
"(35.826087,126.179487)",1,0,2,0
"(35.869565,126.179487)",1,2,0,0
"(35.913043,126.179487)",4,2,4,0
"(35.956522,126.179487)",6,6,0,0
"(32.000000,126.230769)",0,0,1,0
"(32.043478,126.230769)",3,0,1,0
"(32.086957,126.230769)",3,2,2,0
"(32.130435,126.230769)",3,2,1,0
"(32.173913,126.230769)",2,2,0,0
"(32.217391,126.230769)",5,1,2,0
"(32.260870,126.230769)",4,0,2,0
"(32.304348,126.230769)",3,0,6,0
"(32.347826,126.230769)",1,0,7,0
"(32.391304,126.230769)",4,0,4,0
"(32.434783,126.230769)",3,1,5,0
"(32.478261,126.230769)",3,2,5,0
"(32.521739,126.230769)",5,8,3,0
"(32.565217,126.230769)",4,4,1,0
"(32.608696,126.230769)",2,0,2,0
"(32.652174,126.230769)",2,0,2,0
"(32.695652,126.230769)",5,0,4,0
"(32.739130,126.230769)",3,0,4,0
"(32.782609,126.230769)",6,0,4,0
"(32.826087,126.230769)",6,2,8,0
"(32.869565,126.230769)",4,3,4,0
"(32.913043,126.230769)",1,1,3,0
"(32.956522,126.230769)",3,0,3,0
"(33.000000,126.230769)",18,11,6,0
"(33.043478,126.230769)",12,2,3,0
"(33.086957,126.230769)",38,12,9,0
"(33.130435,126.230769)",33,18,9,0
"(33.173913,126.230769)",72,4,26,0
"(33.217391,126.230769)",5,3,1,0
"(33.260870,126.230769)",0,0,0,0
"(33.304348,126.230769)",0,0,0,0
"(33.347826,126.230769)",0,0,0,0
"(33.391304,126.230769)",31,73,86,0
"(33.434783,126.230769)",27,38,20,0
"(33.478261,126.230769)",23,15,24,0
"(33.521739,126.230769)",22,16,16,0
"(33.565217,126.230769)",26,21,12,0
"(33.608696,126.230769)",45,12,13,0
"(33.652174,126.230769)",19,7,4,0
"(33.695652,126.230769)",32,48,6,0
"(33.739130,126.230769)",22,33,8,0
"(33.782609,126.230769)",8,6,4,0
"(33.826087,126.230769)",9,6,3,0
"(33.869565,126.230769)",9,1,9,0
"(33.913043,126.230769)",5,2,2,0
"(33.956522,126.230769)",8,4,1,0
"(34.000000,126.230769)",7,2,4,0
"(34.043478,126.230769)",8,15,7,0
"(34.086957,126.230769)",17,9,6,0
"(34.130435,126.230769)",21,8,1,0
"(34.173913,126.230769)",13,7,0,0
"(34.217391,126.230769)",16,9,0,0
"(34.260870,126.230769)",18,15,1,0
"(34.304348,126.230769)",11,5,7,0
"(34.347826,126.230769)",9,2,12,0
"(34.391304,126.230769)",0,0,0,0
"(34.434783,126.230769)",0,0,0,0
"(34.478261,126.230769)",0,0,0,0
"(34.521739,126.230769)",0,0,0,0
"(34.565217,126.230769)",11,9,3,0
"(34.608696,126.230769)",27,9,14,0
"(34.652174,126.230769)",33,3,26,0
"(34.695652,126.230769)",55,2,46,0
"(34.739130,126.230769)",73,12,56,0
"(34.782609,126.230769)",15,14,8,0
"(34.826087,126.230769)",1,0,0,0
"(34.869565,126.230769)",1,0,0,0
"(34.913043,126.230769)",4,0,0,0
"(34.956522,126.230769)",5,2,3,0
"(35.000000,126.230769)",0,0,0,0
"(35.043478,126.230769)",0,0,0,0
"(35.086957,126.230769)",0,0,0,0
"(35.130435,126.230769)",5,0,6,0
"(35.173913,126.230769)",0,0,0,0
"(35.217391,126.230769)",0,0,0,0
"(35.260870,126.230769)",0,0,0,0
"(35.304348,126.230769)",2,0,0,0
"(35.347826,126.230769)",5,0,2,0
"(35.391304,126.230769)",0,0,0,0
