key,north_weight,east_weight,south_weight,west_weight
"(36.304348,124.000000)",0,0,0,0
"(36.347826,124.000000)",0,0,0,0
"(36.391304,124.000000)",0,0,0,0
"(36.434783,124.000000)",0,0,0,0
"(36.478261,124.000000)",0,0,0,0
"(36.521739,124.000000)",0,0,0,0
"(36.565217,124.000000)",0,0,0,0
"(36.608696,124.000000)",0,0,0,0
"(36.652174,124.000000)",0,0,0,0
"(36.695652,124.000000)",0,0,0,0
"(36.739130,124.000000)",0,0,0,0
"(36.782609,124.000000)",0,0,0,0
"(36.826087,124.000000)",1,0,0,0
"(36.869565,124.000000)",0,0,0,0
"(36.913043,124.000000)",0,0,0,0
"(36.956522,124.000000)",0,0,0,0
"(32.000000,124.051508)",0,0,0,0
"(32.043478,124.051508)",0,0,0,0
"(32.086957,124.051508)",0,0,0,0
"(32.130435,124.051508)",0,0,0,0
"(32.173913,124.051508)",0,0,0,0
"(32.217391,124.051508)",0,0,0,0
"(32.260870,124.051508)",0,0,0,0
"(32.304348,124.051508)",0,0,0,0
"(32.347826,124.051508)",0,0,0,0
"(32.391304,124.051508)",0,0,0,0
"(32.434783,124.051508)",0,0,0,0
"(32.478261,124.051508)",0,0,0,0
"(32.521739,124.051508)",0,0,0,0
"(32.565217,124.051508)",0,0,0,0
"(32.608696,124.051508)",0,0,0,0
"(32.652174,124.051508)",0,0,0,0
"(32.695652,124.051508)",0,0,0,0
"(32.739130,124.051508)",0,0,0,0
"(32.782609,124.051508)",0,0,0,0
"(32.826087,124.051508)",0,0,0,0
"(32.869565,124.051508)",0,0,0,0
"(32.913043,124.051508)",0,0,0,0
"(32.956522,124.051508)",0,0,0,0
"(33.000000,124.051508)",0,0,0,0
"(33.043478,124.051508)",0,0,0,0
"(33.086957,124.051508)",0,0,0,0
"(33.130435,124.051508)",0,0,1,0
"(33.173913,124.051508)",0,0,1,0
"(33.217391,124.051508)",0,0,0,0
"(33.260870,124.051508)",0,0,0,0
"(33.304348,124.051508)",1,0,0,0
"(33.347826,124.051508)",1,0,0,0
"(33.391304,124.051508)",0,0,0,0
"(33.434783,124.051508)",0,0,0,0
"(33.478261,124.051508)",1,0,0,0
"(33.521739,124.051508)",1,0,0,0
"(33.565217,124.051508)",0,0,0,0
"(33.608696,124.051508)",0,0,0,0
"(33.652174,124.051508)",0,0,0,0
"(33.695652,124.051508)",0,0,0,0
"(33.739130,124.051508)",0,0,0,0
"(33.782609,124.051508)",0,0,0,0
"(33.826087,124.051508)",1,0,0,0
"(33.869565,124.051508)",1,1,0,0
"(33.913043,124.051508)",0,1,0,0
"(33.956522,124.051508)",0,0,0,0
"(34.000000,124.051508)",0,0,0,0
"(34.043478,124.051508)",0,1,0,0
"(34.086957,124.051508)",0,2,0,0
"(34.130435,124.051508)",0,1,0,0
"(34.173913,124.051508)",0,0,0,0
"(34.217391,124.051508)",0,0,0,0
"(34.260870,124.051508)",0,1,0,0
"(34.304348,124.051508)",1,2,0,0
"(34.347826,124.051508)",0,2,0,0
"(34.391304,124.051508)",0,2,0,0
"(34.434783,124.051508)",1,1,0,0
"(34.478261,124.051508)",1,2,0,0
"(34.521739,124.051508)",0,2,0,0
"(34.565217,124.051508)",0,2,0,0
"(34.608696,124.051508)",0,2,0,0
"(34.652174,124.051508)",0,1,0,0
"(34.695652,124.051508)",0,0,0,0
"(34.739130,124.051508)",0,0,0,0
"(34.782609,124.051508)",0,0,0,0
"(34.826087,124.051508)",0,0,0,0
"(34.869565,124.051508)",0,0,0,0
"(34.913043,124.051508)",0,1,0,0
"(34.956522,124.051508)",0,0,0,0
"(35.000000,124.051508)",0,0,0,0
"(35.043478,124.051508)",0,0,0,0
"(35.086957,124.051508)",0,0,0,0
"(35.130435,124.051508)",0,0,0,0
"(35.173913,124.051508)",0,0,0,0
"(35.217391,124.051508)",0,0,0,0
"(35.260870,124.051508)",0,0,0,0
"(35.304348,124.051508)",0,0,0,0
"(35.347826,124.051508)",0,0,0,0
"(35.391304,124.051508)",0,0,0,0
"(35.434783,124.051508)",0,0,0,0
"(35.478261,124.051508)",0,0,0,0
"(35.521739,124.051508)",0,0,0,0
"(35.565217,124.051508)",0,0,0,0
"(35.608696,124.051508)",0,0,0,0
"(35.652174,124.051508)",0,0,0,0
"(35.695652,124.051508)",0,0,0,0
"(35.739130,124.051508)",0,0,0,0
"(35.782609,124.051508)",0,0,0,0
"(35.826087,124.051508)",0,0,0,0
"(35.869565,124.051508)",0,0,0,0
"(35.913043,124.051508)",0,0,0,0
"(35.956522,124.051508)",0,0,0,0
"(36.000000,124.051508)",0,0,0,0
"(36.043478,124.051508)",0,0,0,0
"(36.086957,124.051508)",0,0,0,0
"(36.130435,124.051508)",0,0,0,0
"(36.173913,124.051508)",0,0,0,0
"(36.217391,124.051508)",0,0,0,0
"(36.260870,124.051508)",0,0,0,0
"(36.304348,124.051508)",0,0,0,0
"(36.347826,124.051508)",0,0,0,0
"(36.391304,124.051508)",0,0,0,0
"(36.434783,124.051508)",0,0,0,0
"(36.478261,124.051508)",0,0,0,0
"(36.521739,124.051508)",0,0,0,0
"(36.565217,124.051508)",0,0,0,0
"(36.608696,124.051508)",0,0,0,0
"(36.652174,124.051508)",0,0,0,0
"(36.695652,124.051508)",0,0,0,0
"(36.739130,124.051508)",0,0,0,0
"(36.782609,124.051508)",0,0,0,0
"(36.826087,124.051508)",1,0,0,0
"(36.869565,124.051508)",1,0,0,0
"(36.913043,124.051508)",1,0,0,0
"(36.956522,124.051508)",0,0,0,0
"(32.000000,124.103016)",0,0,0,0
"(32.043478,124.103016)",0,0,0,0
"(32.086957,124.103016)",0,0,0,0
"(32.130435,124.103016)",0,0,0,0
"(32.173913,124.103016)",0,0,0,0
"(32.217391,124.103016)",0,0,0,0
"(32.260870,124.103016)",0,0,0,0
"(32.304348,124.103016)",0,0,0,0
"(32.347826,124.103016)",0,0,0,0
"(32.391304,124.103016)",0,0,0,0
"(32.434783,124.103016)",0,0,0,0
"(32.478261,124.103016)",0,0,0,0
"(32.521739,124.103016)",0,0,0,0
"(32.565217,124.103016)",0,0,0,0
"(32.608696,124.103016)",0,0,0,0
"(32.652174,124.103016)",0,0,0,0
"(32.695652,124.103016)",0,0,0,0
"(32.739130,124.103016)",0,0,0,0
"(32.782609,124.103016)",0,0,0,0
"(32.826087,124.103016)",0,0,0,0
"(32.869565,124.103016)",0,0,0,0
"(32.913043,124.103016)",0,0,0,0
"(32.956522,124.103016)",0,0,0,0
"(33.000000,124.103016)",0,0,0,0
"(33.043478,124.103016)",0,0,0,0
"(33.086957,124.103016)",0,0,0,0
"(33.130435,124.103016)",0,0,0,0
"(33.173913,124.103016)",0,0,0,0
"(33.217391,124.103016)",0,0,1,0
"(33.260870,124.103016)",0,0,1,0
"(33.304348,124.103016)",1,0,0,0
"(33.347826,124.103016)",2,0,0,0
"(33.391304,124.103016)",2,0,0,0
"(33.434783,124.103016)",3,0,0,0
"(33.478261,124.103016)",3,0,0,0
"(33.521739,124.103016)",2,0,0,0
"(33.565217,124.103016)",1,0,0,0
"(33.608696,124.103016)",1,0,0,0
"(33.652174,124.103016)",1,0,0,0
"(33.695652,124.103016)",1,0,0,0
"(33.739130,124.103016)",1,0,1,0
"(33.782609,124.103016)",1,0,0,0
"(33.826087,124.103016)",1,1,0,0
"(33.869565,124.103016)",2,1,0,0
"(33.913043,124.103016)",2,0,0,0
"(33.956522,124.103016)",2,0,0,0
"(34.000000,124.103016)",0,1,0,0
"(34.043478,124.103016)",0,3,0,0
"(34.086957,124.103016)",0,2,0,0
"(34.130435,124.103016)",0,1,0,0
"(34.173913,124.103016)",1,1,0,0
"(34.217391,124.103016)",0,1,0,0
"(34.260870,124.103016)",1,2,0,0
"(34.304348,124.103016)",2,2,0,0
"(34.347826,124.103016)",2,1,0,0
"(34.391304,124.103016)",1,0,0,0
"(34.434783,124.103016)",1,1,0,0
"(34.478261,124.103016)",0,1,0,0
"(34.521739,124.103016)",0,0,0,0
"(34.565217,124.103016)",0,1,0,0
"(34.608696,124.103016)",0,2,0,0
"(34.652174,124.103016)",0,1,0,0
"(34.695652,124.103016)",0,0,0,0
"(34.739130,124.103016)",0,1,0,0
"(34.782609,124.103016)",0,1,0,0
"(34.826087,124.103016)",0,1,0,0
"(34.869565,124.103016)",0,1,0,0
"(34.913043,124.103016)",0,0,0,0
"(34.956522,124.103016)",0,0,0,0
"(35.000000,124.103016)",0,0,0,0
"(35.043478,124.103016)",0,0,0,0
"(35.086957,124.103016)",0,0,0,0
"(35.130435,124.103016)",0,0,0,0
"(35.173913,124.103016)",0,0,0,0
"(35.217391,124.103016)",0,0,0,0
"(35.260870,124.103016)",0,0,0,0
"(35.304348,124.103016)",0,0,0,0
"(35.347826,124.103016)",0,0,0,0
"(35.391304,124.103016)",0,0,0,0
"(35.434783,124.103016)",0,0,0,0
"(35.478261,124.103016)",0,0,0,0
"(35.521739,124.103016)",0,0,0,0
"(35.565217,124.103016)",0,0,0,0
"(35.608696,124.103016)",0,0,0,0
"(35.652174,124.103016)",0,0,0,0
"(35.695652,124.103016)",0,0,0,0
"(35.739130,124.103016)",0,0,0,0
"(35.782609,124.103016)",0,0,0,0
"(35.826087,124.103016)",0,0,0,0
"(35.869565,124.103016)",0,0,0,0
"(35.913043,124.103016)",0,0,0,0
"(35.956522,124.103016)",0,0,0,0
"(36.000000,124.103016)",0,0,0,0
"(36.043478,124.103016)",0,0,0,0
"(36.086957,124.103016)",0,0,0,0
"(36.130435,124.103016)",0,0,0,0
"(36.173913,124.103016)",0,0,0,0
"(36.217391,124.103016)",0,0,0,0
"(36.260870,124.103016)",0,0,0,0
"(36.304348,124.103016)",0,0,0,0
"(36.347826,124.103016)",0,0,0,0
"(36.391304,124.103016)",0,0,0,0
"(36.434783,124.103016)",0,0,0,0
"(36.478261,124.103016)",0,0,0,0
"(36.521739,124.103016)",0,0,0,0
"(36.565217,124.103016)",0,0,0,0
"(36.608696,124.103016)",0,0,0,0
"(36.652174,124.103016)",0,0,0,0
"(36.695652,124.103016)",1,0,0,0
"(36.739130,124.103016)",1,0,0,0
"(36.782609,124.103016)",1,0,0,0
"(36.826087,124.103016)",1,1,0,0
"(36.869565,124.103016)",1,0,0,0
"(36.913043,124.103016)",0,0,0,0
"(36.956522,124.103016)",0,0,0,0
"(32.000000,124.154525)",0,0,0,0
"(32.043478,124.154525)",0,0,0,0
"(32.086957,124.154525)",0,0,0,0
"(32.130435,124.154525)",0,0,0,0
"(32.173913,124.154525)",0,0,0,0
"(32.217391,124.154525)",0,0,0,0
"(32.260870,124.154525)",0,0,0,0
"(32.304348,124.154525)",0,0,0,0
"(32.347826,124.154525)",0,0,0,0
"(32.391304,124.154525)",0,0,0,0
"(32.434783,124.154525)",0,0,0,0
"(32.478261,124.154525)",0,0,0,0
"(32.521739,124.154525)",0,0,0,0
"(32.565217,124.154525)",0,0,0,0
"(32.608696,124.154525)",0,0,0,0
"(32.652174,124.154525)",0,0,0,0
"(32.695652,124.154525)",0,0,0,0
"(32.739130,124.154525)",0,0,0,0
"(32.782609,124.154525)",0,0,0,0
"(32.826087,124.154525)",0,0,0,0
"(32.869565,124.154525)",0,0,0,0
"(32.913043,124.154525)",0,0,0,0
"(32.956522,124.154525)",0,0,0,0
"(33.000000,124.154525)",0,0,0,0
"(33.043478,124.154525)",0,0,0,0
"(33.086957,124.154525)",0,0,0,0
"(33.130435,124.154525)",0,0,0,0
"(33.173913,124.154525)",0,0,0,0
"(33.217391,124.154525)",0,0,0,0
"(33.260870,124.154525)",1,0,1,0
"(33.304348,124.154525)",1,0,1,0
"(33.347826,124.154525)",0,0,0,0
"(33.391304,124.154525)",1,0,0,0
"(33.434783,124.154525)",1,0,0,0
"(33.478261,124.154525)",0,0,0,0
"(33.521739,124.154525)",1,0,0,0
"(33.565217,124.154525)",1,0,1,0
"(33.608696,124.154525)",1,0,1,0
"(33.652174,124.154525)",1,0,1,0
"(33.695652,124.154525)",1,0,0,0
"(33.739130,124.154525)",0,0,1,0
"(33.782609,124.154525)",0,1,0,0
"(33.826087,124.154525)",0,2,0,0
"(33.869565,124.154525)",0,2,0,0
"(33.913043,124.154525)",0,2,0,0
"(33.956522,124.154525)",1,2,0,0
"(34.000000,124.154525)",2,4,0,0
"(34.043478,124.154525)",3,3,0,0
"(34.086957,124.154525)",1,2,0,0
"(34.130435,124.154525)",1,1,0,0
"(34.173913,124.154525)",1,2,0,0
"(34.217391,124.154525)",1,0,0,0
"(34.260870,124.154525)",0,1,0,0
"(34.304348,124.154525)",2,0,0,0
"(34.347826,124.154525)",1,1,0,0
"(34.391304,124.154525)",0,1,0,0
"(34.434783,124.154525)",0,1,0,0
"(34.478261,124.154525)",0,0,0,0
"(34.521739,124.154525)",1,0,0,0
"(34.565217,124.154525)",1,2,0,0
"(34.608696,124.154525)",0,2,0,0
"(34.652174,124.154525)",0,1,0,0
"(34.695652,124.154525)",0,1,0,0
"(34.739130,124.154525)",0,1,0,0
"(34.782609,124.154525)",0,0,0,0
"(34.826087,124.154525)",0,0,0,0
"(34.869565,124.154525)",0,0,0,0
"(34.913043,124.154525)",0,0,0,0
"(34.956522,124.154525)",0,0,0,0
"(35.000000,124.154525)",0,0,0,0
"(35.043478,124.154525)",0,0,0,0
"(35.086957,124.154525)",0,0,0,0
"(35.130435,124.154525)",0,0,0,0
"(35.173913,124.154525)",0,0,0,0
"(35.217391,124.154525)",0,0,0,0
"(35.260870,124.154525)",0,0,0,0
"(35.304348,124.154525)",0,0,0,0
"(35.347826,124.154525)",0,0,0,0
"(35.391304,124.154525)",0,0,0,0
"(35.434783,124.154525)",0,0,0,0
"(35.478261,124.154525)",0,0,0,0
"(35.521739,124.154525)",0,0,0,0
"(35.565217,124.154525)",0,0,0,0
"(35.608696,124.154525)",0,0,0,0
"(35.652174,124.154525)",0,0,0,0
"(35.695652,124.154525)",0,0,0,0
"(35.739130,124.154525)",0,0,0,0
"(35.782609,124.154525)",0,0,0,0
"(35.826087,124.154525)",0,0,0,0
"(35.869565,124.154525)",0,0,0,0
"(35.913043,124.154525)",0,0,0,0
"(35.956522,124.154525)",0,0,0,0
"(36.000000,124.154525)",0,0,0,0
"(36.043478,124.154525)",0,0,0,0
"(36.086957,124.154525)",0,0,0,0
"(36.130435,124.154525)",0,0,0,0
"(36.173913,124.154525)",0,0,0,0
"(36.217391,124.154525)",0,0,0,0
"(36.260870,124.154525)",0,0,0,0
"(36.304348,124.154525)",0,0,0,0
"(36.347826,124.154525)",0,0,0,0
"(36.391304,124.154525)",0,0,0,0
"(36.434783,124.154525)",0,0,0,0
"(36.478261,124.154525)",0,0,0,0
"(36.521739,124.154525)",0,0,0,0
"(36.565217,124.154525)",0,0,0,0
"(36.608696,124.154525)",0,0,0,0
"(36.652174,124.154525)",0,0,0,0
"(36.695652,124.154525)",0,0,0,0
"(36.739130,124.154525)",0,0,0,0
"(36.782609,124.154525)",0,0,0,0
"(36.826087,124.154525)",0,1,0,0
"(36.869565,124.154525)",0,0,0,0
"(36.913043,124.154525)",0,0,0,0
"(36.956522,124.154525)",0,0,0,0
"(32.000000,124.206033)",0,0,0,0
"(32.043478,124.206033)",0,0,0,0
"(32.086957,124.206033)",0,0,0,0
"(32.130435,124.206033)",0,0,0,0
"(32.173913,124.206033)",0,0,0,0
"(32.217391,124.206033)",0,0,0,0
"(32.260870,124.206033)",0,0,0,0
"(32.304348,124.206033)",0,0,0,0
"(32.347826,124.206033)",0,0,0,0
"(32.391304,124.206033)",0,0,0,0
"(32.434783,124.206033)",0,0,0,0
"(32.478261,124.206033)",0,0,0,0
"(32.521739,124.206033)",0,0,0,0
"(32.565217,124.206033)",0,0,0,0
"(32.608696,124.206033)",0,0,0,0
"(32.652174,124.206033)",0,0,0,0
"(32.695652,124.206033)",0,0,0,0
"(32.739130,124.206033)",0,0,0,0
"(32.782609,124.206033)",0,0,0,0
"(32.826087,124.206033)",0,0,0,0
"(32.869565,124.206033)",0,0,0,0
"(32.913043,124.206033)",0,0,0,0
"(32.956522,124.206033)",0,0,0,0
"(33.000000,124.206033)",0,0,0,0
"(33.043478,124.206033)",0,0,0,0
"(33.086957,124.206033)",0,0,0,0
"(33.130435,124.206033)",0,0,0,0
"(33.173913,124.206033)",0,1,0,0
"(33.217391,124.206033)",2,1,0,0
"(33.260870,124.206033)",2,1,0,0
"(33.304348,124.206033)",0,1,1,0
"(33.347826,124.206033)",0,1,1,0
"(33.391304,124.206033)",1,1,0,0
"(33.434783,124.206033)",0,1,0,0
"(33.478261,124.206033)",0,1,0,0
"(33.521739,124.206033)",0,0,1,0
"(33.565217,124.206033)",0,1,1,0
"(33.608696,124.206033)",0,2,1,0
"(33.652174,124.206033)",0,2,2,0
"(33.695652,124.206033)",1,2,1,0
"(33.739130,124.206033)",1,3,2,0
"(33.782609,124.206033)",1,3,0,0
"(33.826087,124.206033)",1,2,0,0
"(33.869565,124.206033)",2,1,0,0
"(33.913043,124.206033)",1,0,0,0
"(33.956522,124.206033)",1,1,0,0
"(34.000000,124.206033)",2,2,0,0
"(34.043478,124.206033)",4,0,0,0
"(34.086957,124.206033)",1,1,0,0
"(34.130435,124.206033)",1,2,0,0
"(34.173913,124.206033)",0,2,0,0
"(34.217391,124.206033)",0,1,1,0
"(34.260870,124.206033)",0,2,1,0
"(34.304348,124.206033)",2,1,1,0
"(34.347826,124.206033)",2,1,1,0
"(34.391304,124.206033)",1,0,1,0
"(34.434783,124.206033)",1,1,1,0
"(34.478261,124.206033)",1,1,1,0
"(34.521739,124.206033)",1,2,1,0
"(34.565217,124.206033)",0,3,1,0
"(34.608696,124.206033)",0,1,1,0
"(34.652174,124.206033)",0,0,1,0
"(34.695652,124.206033)",0,0,0,0
"(34.739130,124.206033)",0,0,0,0
"(34.782609,124.206033)",1,0,0,0
"(34.826087,124.206033)",0,0,0,0
"(34.869565,124.206033)",0,0,0,0
"(34.913043,124.206033)",0,0,0,0
"(34.956522,124.206033)",0,0,0,0
"(35.000000,124.206033)",0,0,0,0
"(35.043478,124.206033)",0,0,0,0
"(35.086957,124.206033)",0,0,0,0
"(35.130435,124.206033)",0,0,0,0
"(35.173913,124.206033)",0,0,0,0
"(35.217391,124.206033)",0,0,0,0
"(35.260870,124.206033)",0,0,0,0
"(35.304348,124.206033)",0,0,0,0
"(35.347826,124.206033)",0,0,0,0
"(35.391304,124.206033)",0,0,0,0
"(35.434783,124.206033)",0,0,0,0
"(35.478261,124.206033)",0,0,0,0
"(35.521739,124.206033)",0,0,0,0
"(35.565217,124.206033)",0,0,0,0
"(35.608696,124.206033)",0,0,0,0
"(35.652174,124.206033)",0,0,0,0
"(35.695652,124.206033)",0,0,0,0
"(35.739130,124.206033)",0,0,0,0
"(35.782609,124.206033)",0,0,0,0
"(35.826087,124.206033)",0,0,0,0
"(35.869565,124.206033)",0,0,0,0
"(35.913043,124.206033)",0,0,0,0
"(35.956522,124.206033)",0,0,0,0
"(36.000000,124.206033)",0,0,0,0
"(36.043478,124.206033)",0,0,0,0
"(36.086957,124.206033)",0,0,0,0
"(36.130435,124.206033)",0,0,0,0
"(36.173913,124.206033)",0,0,0,0
"(36.217391,124.206033)",0,0,0,0
"(36.260870,124.206033)",0,0,0,0
"(36.304348,124.206033)",0,0,0,0
"(36.347826,124.206033)",0,0,0,0
"(36.391304,124.206033)",0,0,0,0
"(36.434783,124.206033)",0,0,0,0
"(36.478261,124.206033)",0,0,0,0
"(36.521739,124.206033)",0,0,0,0
"(36.565217,124.206033)",0,0,0,0
"(36.608696,124.206033)",0,0,0,0
"(36.652174,124.206033)",0,0,0,0
"(36.695652,124.206033)",0,0,0,0
"(36.739130,124.206033)",0,0,0,0
"(36.782609,124.206033)",0,0,0,0
"(36.826087,124.206033)",1,0,0,0
"(36.869565,124.206033)",1,0,0,0
"(36.913043,124.206033)",0,0,0,0
"(36.956522,124.206033)",0,0,0,0
"(32.000000,124.257541)",0,0,0,0
"(32.043478,124.257541)",0,0,0,0
"(32.086957,124.257541)",0,0,0,0
"(32.130435,124.257541)",0,0,0,0
"(32.173913,124.257541)",0,0,0,0
"(32.217391,124.257541)",0,0,0,0
"(32.260870,124.257541)",0,0,0,0
"(32.304348,124.257541)",0,0,0,0
"(32.347826,124.257541)",0,0,0,0
"(32.391304,124.257541)",0,0,0,0
"(32.434783,124.257541)",0,0,0,0
"(32.478261,124.257541)",0,0,0,0
"(32.521739,124.257541)",0,0,0,0
"(32.565217,124.257541)",0,0,0,0
"(32.608696,124.257541)",0,0,0,0
"(32.652174,124.257541)",0,0,0,0
"(32.695652,124.257541)",0,0,0,0
"(32.739130,124.257541)",0,0,0,0
"(32.782609,124.257541)",0,0,0,0
"(32.826087,124.257541)",0,0,0,0
"(32.869565,124.257541)",0,0,0,0
"(32.913043,124.257541)",0,0,0,0
"(32.956522,124.257541)",0,0,0,0
"(33.000000,124.257541)",0,0,0,0
"(33.043478,124.257541)",0,0,0,0
"(33.086957,124.257541)",0,0,0,0
"(33.130435,124.257541)",1,0,0,0
"(33.173913,124.257541)",1,0,0,0
"(33.217391,124.257541)",1,0,0,0
"(33.260870,124.257541)",1,0,0,0
"(33.304348,124.257541)",1,0,0,0
"(33.347826,124.257541)",2,0,1,0
"(33.391304,124.257541)",3,0,1,0
"(33.434783,124.257541)",1,1,0,0
"(33.478261,124.257541)",1,1,0,0
"(33.521739,124.257541)",1,1,0,0
"(33.565217,124.257541)",0,1,0,0
"(33.608696,124.257541)",0,1,0,0
"(33.652174,124.257541)",0,0,1,0
"(33.695652,124.257541)",1,1,1,0
"(33.739130,124.257541)",2,1,2,0
"(33.782609,124.257541)",1,0,1,0
"(33.826087,124.257541)",1,0,1,0
"(33.869565,124.257541)",2,0,0,0
"(33.913043,124.257541)",2,1,0,0
"(33.956522,124.257541)",1,2,0,0
"(34.000000,124.257541)",1,2,0,0
"(34.043478,124.257541)",2,1,0,0
"(34.086957,124.257541)",1,1,0,0
"(34.130435,124.257541)",1,0,0,0
"(34.173913,124.257541)",1,0,0,0
"(34.217391,124.257541)",2,2,0,0
"(34.260870,124.257541)",4,1,0,0
"(34.304348,124.257541)",5,1,0,0
"(34.347826,124.257541)",4,1,0,0
"(34.391304,124.257541)",1,1,0,0
"(34.434783,124.257541)",0,1,0,0
"(34.478261,124.257541)",0,0,0,0
"(34.521739,124.257541)",0,1,0,0
"(34.565217,124.257541)",0,1,0,0
"(34.608696,124.257541)",0,0,0,0
"(34.652174,124.257541)",0,0,1,0
"(34.695652,124.257541)",1,0,1,0
"(34.739130,124.257541)",1,0,1,0
"(34.782609,124.257541)",1,0,1,0
"(34.826087,124.257541)",0,0,1,0
"(34.869565,124.257541)",0,0,1,0
"(34.913043,124.257541)",0,0,1,0
"(34.956522,124.257541)",0,0,1,0
"(35.000000,124.257541)",0,0,1,0
"(35.043478,124.257541)",0,0,0,0
"(35.086957,124.257541)",0,0,0,0
"(35.130435,124.257541)",0,0,0,0
"(35.173913,124.257541)",0,0,0,0
"(35.217391,124.257541)",0,0,0,0
"(35.260870,124.257541)",0,0,0,0
"(35.304348,124.257541)",0,0,0,0
"(35.347826,124.257541)",0,0,0,0
"(35.391304,124.257541)",0,0,0,0
"(35.434783,124.257541)",0,0,0,0
"(35.478261,124.257541)",0,0,0,0
"(35.521739,124.257541)",0,0,0,0
"(35.565217,124.257541)",0,0,0,0
"(35.608696,124.257541)",0,0,0,0
"(35.652174,124.257541)",0,0,0,0
"(35.695652,124.257541)",0,0,0,0
"(35.739130,124.257541)",0,0,0,0
"(35.782609,124.257541)",0,0,0,0
"(35.826087,124.257541)",0,0,0,0
