key,north_weight,east_weight,south_weight,west_weight
"(33.043478,125.102564)",0,2,0,0
"(33.086957,125.102564)",1,3,0,0
"(33.130435,125.102564)",1,2,0,0
"(33.173913,125.102564)",1,1,1,0
"(33.217391,125.102564)",2,1,0,0
"(33.260870,125.102564)",0,0,0,0
"(33.304348,125.102564)",0,1,0,0
"(33.347826,125.102564)",1,1,0,0
"(33.391304,125.102564)",1,1,0,0
"(33.434783,125.102564)",2,0,1,0
"(33.478261,125.102564)",4,1,2,0
"(33.521739,125.102564)",4,0,1,0
"(33.565217,125.102564)",8,1,0,0
"(33.608696,125.102564)",2,2,2,0
"(33.652174,125.102564)",3,2,0,0
"(33.695652,125.102564)",2,1,0,0
"(33.739130,125.102564)",4,3,0,0
"(33.782609,125.102564)",2,0,0,0
"(33.826087,125.102564)",4,1,0,0
"(33.869565,125.102564)",3,2,0,0
"(33.913043,125.102564)",5,5,1,0
"(33.956522,125.102564)",6,2,1,0
"(34.000000,125.102564)",8,3,2,0
"(34.043478,125.102564)",11,3,11,0
"(34.086957,125.102564)",1,5,2,0
"(34.130435,125.102564)",3,1,0,0
"(34.173913,125.102564)",4,3,1,0
"(34.217391,125.102564)",6,3,2,0
"(34.260870,125.102564)",7,4,0,0
"(34.304348,125.102564)",9,13,2,0
"(34.347826,125.102564)",4,6,3,0
"(34.391304,125.102564)",8,7,1,0
"(34.434783,125.102564)",2,3,0,0
"(34.478261,125.102564)",1,1,0,0
"(34.521739,125.102564)",1,1,0,0
"(34.565217,125.102564)",0,1,0,0
"(34.608696,125.102564)",1,0,1,0
"(34.652174,125.102564)",1,0,0,0
"(34.695652,125.102564)",4,0,0,0
"(34.739130,125.102564)",5,0,0,0
"(34.782609,125.102564)",5,0,2,0
"(34.826087,125.102564)",6,0,2,0
"(34.869565,125.102564)",5,2,3,0
"(34.913043,125.102564)",6,2,4,0
"(34.956522,125.102564)",5,0,6,0
"(35.000000,125.102564)",2,0,6,0
"(35.043478,125.102564)",2,0,4,0
"(35.086957,125.102564)",0,0,2,0
"(35.130435,125.102564)",1,0,2,0
"(35.173913,125.102564)",2,0,1,0
"(35.217391,125.102564)",3,1,1,0
"(35.260870,125.102564)",2,0,1,0
"(35.304348,125.102564)",3,2,2,0
"(35.347826,125.102564)",3,2,2,0
"(35.391304,125.102564)",1,0,1,0
"(35.434783,125.102564)",0,0,0,0
"(35.478261,125.102564)",0,0,0,0
"(35.521739,125.102564)",0,0,0,0
"(35.565217,125.102564)",0,0,0,0
"(35.608696,125.102564)",0,0,0,0
"(35.652174,125.102564)",0,0,0,0
"(35.695652,125.102564)",0,0,0,0
"(35.739130,125.102564)",0,0,0,0
"(35.782609,125.102564)",0,0,0,0
"(35.826087,125.102564)",0,0,0,0
"(35.869565,125.102564)",0,0,0,0
"(35.913043,125.102564)",0,1,0,0
"(35.956522,125.102564)",0,0,1,0
"(32.000000,125.153846)",4,0,0,0
"(32.043478,125.153846)",3,3,0,0
"(32.086957,125.153846)",4,2,0,0
"(32.130435,125.153846)",0,2,0,0
"(32.173913,125.153846)",1,0,0,0
"(32.217391,125.153846)",1,0,2,0
"(32.260870,125.153846)",0,0,2,0
"(32.304348,125.153846)",1,0,0,0
"(32.347826,125.153846)",0,0,0,0
"(32.391304,125.153846)",0,1,0,0
"(32.434783,125.153846)",0,0,0,0
"(32.478261,125.153846)",0,0,0,0
"(32.521739,125.153846)",1,0,0,0
"(32.565217,125.153846)",0,1,0,0
"(32.608696,125.153846)",0,1,0,0
"(32.652174,125.153846)",1,0,1,0
"(32.695652,125.153846)",2,0,1,0
"(32.739130,125.153846)",4,0,0,0
"(32.782609,125.153846)",4,0,3,0
"(32.826087,125.153846)",4,0,1,0
"(32.869565,125.153846)",3,2,2,0
"(32.913043,125.153846)",2,2,2,0
"(32.956522,125.153846)",0,4,1,0
"(33.000000,125.153846)",1,2,2,0
"(33.043478,125.153846)",0,0,0,0
"(33.086957,125.153846)",1,1,0,0
"(33.130435,125.153846)",0,1,1,0
"(33.173913,125.153846)",2,1,1,0
"(33.217391,125.153846)",3,1,1,0
"(33.260870,125.153846)",2,1,0,0
"(33.304348,125.153846)",1,1,0,0
"(33.347826,125.153846)",1,0,0,0
"(33.391304,125.153846)",2,1,0,0
"(33.434783,125.153846)",3,1,0,0
"(33.478261,125.153846)",2,1,1,0
"(33.521739,125.153846)",0,1,1,0
"(33.565217,125.153846)",4,3,1,0
"(33.608696,125.153846)",4,1,0,0
"(33.652174,125.153846)",3,0,0,0
"(33.695652,125.153846)",0,0,0,0
"(33.739130,125.153846)",2,1,2,0
"(33.782609,125.153846)",2,0,0,0
"(33.826087,125.153846)",2,3,0,0
"(33.869565,125.153846)",2,3,0,0
"(33.913043,125.153846)",4,3,1,0
"(33.956522,125.153846)",6,4,2,0
"(34.000000,125.153846)",3,4,2,0
"(34.043478,125.153846)",5,1,5,0
"(34.086957,125.153846)",0,2,1,0
"(34.130435,125.153846)",3,2,2,0
"(34.173913,125.153846)",6,6,0,0
"(34.217391,125.153846)",7,5,2,0
"(34.260870,125.153846)",8,12,0,0
"(34.304348,125.153846)",7,8,0,0
"(34.347826,125.153846)",3,1,2,0
"(34.391304,125.153846)",6,1,2,0
"(34.434783,125.153846)",0,0,0,0
"(34.478261,125.153846)",0,0,0,0
"(34.521739,125.153846)",0,0,0,0
"(34.565217,125.153846)",1,0,0,0
"(34.608696,125.153846)",1,0,1,0
"(34.652174,125.153846)",8,5,1,0
"(34.695652,125.153846)",2,0,2,0
"(34.739130,125.153846)",1,0,0,0
"(34.782609,125.153846)",1,2,0,0
"(34.826087,125.153846)",7,2,0,0
"(34.869565,125.153846)",7,3,0,0
"(34.913043,125.153846)",6,0,1,0
"(34.956522,125.153846)",5,0,2,0
"(35.000000,125.153846)",2,0,4,0
"(35.043478,125.153846)",2,0,6,0
"(35.086957,125.153846)",1,0,6,0
"(35.130435,125.153846)",1,1,7,0
"(35.173913,125.153846)",1,1,3,0
"(35.217391,125.153846)",0,1,2,0
"(35.260870,125.153846)",1,2,2,0
"(35.304348,125.153846)",3,2,3,0
"(35.347826,125.153846)",3,0,2,0
"(35.391304,125.153846)",3,0,3,0
"(35.434783,125.153846)",2,0,2,0
"(35.478261,125.153846)",1,0,1,0
"(35.521739,125.153846)",1,0,1,0
"(35.565217,125.153846)",1,0,1,0
"(35.608696,125.153846)",0,0,0,0
"(35.652174,125.153846)",0,0,0,0
"(35.695652,125.153846)",1,0,0,0
"(35.739130,125.153846)",1,0,0,0
"(35.782609,125.153846)",0,0,0,0
"(35.826087,125.153846)",0,0,0,0
"(35.869565,125.153846)",0,0,0,0
"(35.913043,125.153846)",0,1,0,0
"(35.956522,125.153846)",0,0,0,0
"(32.000000,125.205128)",3,0,0,0
"(32.043478,125.205128)",5,0,0,0
"(32.086957,125.205128)",3,0,0,0
"(32.130435,125.205128)",0,0,0,0
"(32.173913,125.205128)",0,0,0,0
"(32.217391,125.205128)",1,0,0,0
"(32.260870,125.205128)",1,0,1,0
"(32.304348,125.205128)",1,0,1,0
"(32.347826,125.205128)",1,0,0,0
"(32.391304,125.205128)",0,1,0,0
"(32.434783,125.205128)",0,0,1,0
"(32.478261,125.205128)",0,0,0,0
"(32.521739,125.205128)",2,1,0,0
"(32.565217,125.205128)",2,1,0,0
"(32.608696,125.205128)",1,0,0,0
"(32.652174,125.205128)",1,0,0,0
"(32.695652,125.205128)",1,1,1,0
"(32.739130,125.205128)",2,2,1,0
"(32.782609,125.205128)",4,2,2,0
"(32.826087,125.205128)",5,2,3,0
"(32.869565,125.205128)",6,3,0,0
"(32.913043,125.205128)",2,0,3,0
"(32.956522,125.205128)",3,0,3,0
"(33.000000,125.205128)",1,2,1,0
"(33.043478,125.205128)",0,0,0,0
"(33.086957,125.205128)",1,1,0,0
"(33.130435,125.205128)",1,1,0,0
"(33.173913,125.205128)",2,1,1,0
"(33.217391,125.205128)",2,3,2,0
"(33.260870,125.205128)",3,3,1,0
"(33.304348,125.205128)",2,2,0,0
"(33.347826,125.205128)",2,1,1,0
"(33.391304,125.205128)",3,1,0,0
"(33.434783,125.205128)",1,0,0,0
"(33.478261,125.205128)",0,0,0,0
"(33.521739,125.205128)",0,1,0,0
"(33.565217,125.205128)",2,1,1,0
"(33.608696,125.205128)",1,0,1,0
"(33.652174,125.205128)",1,0,1,0
"(33.695652,125.205128)",1,0,0,0
"(33.739130,125.205128)",3,2,0,0
"(33.782609,125.205128)",2,2,0,0
"(33.826087,125.205128)",1,3,0,0
"(33.869565,125.205128)",2,1,0,0
"(33.913043,125.205128)",2,2,1,0
"(33.956522,125.205128)",3,4,1,0
"(34.000000,125.205128)",2,1,0,0
"(34.043478,125.205128)",7,1,2,0
"(34.086957,125.205128)",5,5,1,0
"(34.130435,125.205128)",8,4,3,0
"(34.173913,125.205128)",9,6,1,0
"(34.217391,125.205128)",8,9,3,0
"(34.260870,125.205128)",7,8,2,0
"(34.304348,125.205128)",7,2,3,0
"(34.347826,125.205128)",5,4,3,0
"(34.391304,125.205128)",1,0,3,0
"(34.434783,125.205128)",0,1,0,0
"(34.478261,125.205128)",0,0,0,0
"(34.521739,125.205128)",1,0,0,0
"(34.565217,125.205128)",11,2,1,0
"(34.608696,125.205128)",10,4,8,0
"(34.652174,125.205128)",5,9,10,0
"(34.695652,125.205128)",2,1,2,0
"(34.739130,125.205128)",3,2,1,0
"(34.782609,125.205128)",2,2,0,0
"(34.826087,125.205128)",3,1,1,0
"(34.869565,125.205128)",3,2,1,0
"(34.913043,125.205128)",1,1,1,0
"(34.956522,125.205128)",5,0,0,0
"(35.000000,125.205128)",6,0,1,0
"(35.043478,125.205128)",6,0,2,0
"(35.086957,125.205128)",2,1,2,0
"(35.130435,125.205128)",1,3,6,0
"(35.173913,125.205128)",2,3,7,0
"(35.217391,125.205128)",1,3,6,0
"(35.260870,125.205128)",8,2,5,0
"(35.304348,125.205128)",3,1,7,0
"(35.347826,125.205128)",0,0,2,0
"(35.391304,125.205128)",1,0,3,0
"(35.434783,125.205128)",2,0,4,0
"(35.478261,125.205128)",2,0,2,0
"(35.521739,125.205128)",1,0,1,0
"(35.565217,125.205128)",1,0,2,0
"(35.608696,125.205128)",1,0,2,0
"(35.652174,125.205128)",1,0,2,0
"(35.695652,125.205128)",1,0,2,0
"(35.739130,125.205128)",2,0,2,0
"(35.782609,125.205128)",2,0,2,0
"(35.826087,125.205128)",2,0,0,0
"(35.869565,125.205128)",1,0,0,0
"(35.913043,125.205128)",1,1,0,0
"(35.956522,125.205128)",0,0,0,0
"(32.000000,125.256410)",0,0,1,0
"(32.043478,125.256410)",3,0,0,0
"(32.086957,125.256410)",5,0,0,0
"(32.130435,125.256410)",3,0,0,0
"(32.173913,125.256410)",0,0,0,0
"(32.217391,125.256410)",2,0,0,0
"(32.260870,125.256410)",3,0,0,0
"(32.304348,125.256410)",0,0,1,0
"(32.347826,125.256410)",1,2,0,0
"(32.391304,125.256410)",1,2,0,0
"(32.434783,125.256410)",1,0,1,0
"(32.478261,125.256410)",1,1,0,0
"(32.521739,125.256410)",1,1,0,0
"(32.565217,125.256410)",2,1,0,0
"(32.608696,125.256410)",0,2,0,0
"(32.652174,125.256410)",0,2,0,0
"(32.695652,125.256410)",0,2,0,0
"(32.739130,125.256410)",2,1,1,0
"(32.782609,125.256410)",4,0,1,0
"(32.826087,125.256410)",6,0,3,0
"(32.869565,125.256410)",7,2,3,0
"(32.913043,125.256410)",6,0,1,0
"(32.956522,125.256410)",3,0,2,0
"(33.000000,125.256410)",1,1,1,0
"(33.043478,125.256410)",0,0,0,0
"(33.086957,125.256410)",3,1,0,0
"(33.130435,125.256410)",2,3,0,0
"(33.173913,125.256410)",2,3,0,0
"(33.217391,125.256410)",3,1,3,0
"(33.260870,125.256410)",5,2,1,0
"(33.304348,125.256410)",3,1,0,0
"(33.347826,125.256410)",2,0,0,0
"(33.391304,125.256410)",1,0,0,0
"(33.434783,125.256410)",0,0,0,0
"(33.478261,125.256410)",0,1,0,0
"(33.521739,125.256410)",0,2,0,0
"(33.565217,125.256410)",1,0,1,0
"(33.608696,125.256410)",0,0,1,0
"(33.652174,125.256410)",0,0,1,0
"(33.695652,125.256410)",2,0,1,0
"(33.739130,125.256410)",4,3,3,0
"(33.782609,125.256410)",2,3,0,0
"(33.826087,125.256410)",1,3,0,0
"(33.869565,125.256410)",3,2,0,0
"(33.913043,125.256410)",2,2,0,0
"(33.956522,125.256410)",2,1,1,0
"(34.000000,125.256410)",0,0,0,0
"(34.043478,125.256410)",7,0,1,0
"(34.086957,125.256410)",11,3,4,0
"(34.130435,125.256410)",14,7,1,0
"(34.173913,125.256410)",9,8,0,0
"(34.217391,125.256410)",6,9,3,0
"(34.260870,125.256410)",2,3,2,0
"(34.304348,125.256410)",3,1,5,0
"(34.347826,125.256410)",6,5,5,0
"(34.391304,125.256410)",39,1,1,0
"(34.434783,125.256410)",5,0,1,0
"(34.478261,125.256410)",0,0,0,0
"(34.521739,125.256410)",0,0,0,0
"(34.565217,125.256410)",1,0,0,0
"(34.608696,125.256410)",5,1,1,0
"(34.652174,125.256410)",9,9,5,0
"(34.695652,125.256410)",5,3,1,0
"(34.739130,125.256410)",2,1,1,0
"(34.782609,125.256410)",0,0,0,0
"(34.826087,125.256410)",0,0,2,0
"(34.869565,125.256410)",3,3,2,0
"(34.913043,125.256410)",3,3,0,0
"(34.956522,125.256410)",1,1,0,0
"(35.000000,125.256410)",1,2,0,0
"(35.043478,125.256410)",5,3,0,0
"(35.086957,125.256410)",4,4,0,0
"(35.130435,125.256410)",5,5,1,0
"(35.173913,125.256410)",6,3,3,0
"(35.217391,125.256410)",3,1,4,0
"(35.260870,125.256410)",2,0,8,0
"(35.304348,125.256410)",1,0,6,0
"(35.347826,125.256410)",1,0,5,0
"(35.391304,125.256410)",1,0,4,0
"(35.434783,125.256410)",0,0,3,0
"(35.478261,125.256410)",1,0,3,0
"(35.521739,125.256410)",2,0,2,0
"(35.565217,125.256410)",2,0,0,0
"(35.608696,125.256410)",1,0,0,0
"(35.652174,125.256410)",0,0,0,0
"(35.695652,125.256410)",0,0,0,0
"(35.739130,125.256410)",0,0,0,0
"(35.782609,125.256410)",0,0,2,0
"(35.826087,125.256410)",1,0,2,0
"(35.869565,125.256410)",1,0,2,0
"(35.913043,125.256410)",0,1,2,0
"(35.956522,125.256410)",0,0,2,0
"(32.000000,125.307692)",2,0,2,0
"(32.043478,125.307692)",1,0,1,0
"(32.086957,125.307692)",2,0,0,0
"(32.130435,125.307692)",5,2,0,0
"(32.173913,125.307692)",7,3,0,0
"(32.217391,125.307692)",2,0,0,0
"(32.260870,125.307692)",1,0,0,0
"(32.304348,125.307692)",2,1,1,0
"(32.347826,125.307692)",1,2,2,0
"(32.391304,125.307692)",2,0,0,0
"(32.434783,125.307692)",0,2,1,0
"(32.478261,125.307692)",0,3,1,0
"(32.521739,125.307692)",0,2,0,0
"(32.565217,125.307692)",2,2,0,0
"(32.608696,125.307692)",2,1,0,0
"(32.652174,125.307692)",0,0,0,0
"(32.695652,125.307692)",1,0,0,0
"(32.739130,125.307692)",1,0,0,0
"(32.782609,125.307692)",2,0,2,0
"(32.826087,125.307692)",9,0,1,0
"(32.869565,125.307692)",5,2,4,0
"(32.913043,125.307692)",8,3,4,0
"(32.956522,125.307692)",4,3,3,0
"(33.000000,125.307692)",3,1,3,0
"(33.043478,125.307692)",2,1,0,0
"(33.086957,125.307692)",3,4,0,0
"(33.130435,125.307692)",0,2,1,0
"(33.173913,125.307692)",3,1,0,0
"(33.217391,125.307692)",4,0,2,0
"(33.260870,125.307692)",3,1,1,0
"(33.304348,125.307692)",3,1,0,0
"(33.347826,125.307692)",1,0,0,0
"(33.391304,125.307692)",0,0,0,0
"(33.434783,125.307692)",0,0,0,0
"(33.478261,125.307692)",0,2,0,0
"(33.521739,125.307692)",1,0,2,0
"(33.565217,125.307692)",4,0,1,0
"(33.608696,125.307692)",2,1,2,0
"(33.652174,125.307692)",1,1,0,0
"(33.695652,125.307692)",1,1,0,0
"(33.739130,125.307692)",3,3,2,0
"(33.782609,125.307692)",2,2,1,0
"(33.826087,125.307692)",2,3,0,0
"(33.869565,125.307692)",3,1,0,0
"(33.913043,125.307692)",1,1,0,0
"(33.956522,125.307692)",2,1,1,0
"(34.000000,125.307692)",1,0,0,0
"(34.043478,125.307692)",6,1,0,0
"(34.086957,125.307692)",9,4,1,0
"(34.130435,125.307692)",10,6,1,0
"(34.173913,125.307692)",4,7,0,0
"(34.217391,125.307692)",0,5,2,0
"(34.260870,125.307692)",0,0,0,0
"(34.304348,125.307692)",1,0,0,0
"(34.347826,125.307692)",8,0,5,0
"(34.391304,125.307692)",3,4,2,0
"(34.434783,125.307692)",4,1,2,0
"(34.478261,125.307692)",13,0,1,0
"(34.521739,125.307692)",14,0,1,0
"(34.565217,125.307692)",5,2,1,0
"(34.608696,125.307692)",3,2,0,0
"(34.652174,125.307692)",7,2,5,0
"(34.695652,125.307692)",4,0,4,0
"(34.739130,125.307692)",1,0,0,0
"(34.782609,125.307692)",0,1,0,0
"(34.826087,125.307692)",0,2,0,0
"(34.869565,125.307692)",2,3,0,0
"(34.913043,125.307692)",2,2,0,0
"(34.956522,125.307692)",1,3,0,0
"(35.000000,125.307692)",1,2,0,0
"(35.043478,125.307692)",3,2,0,0
"(35.086957,125.307692)",4,2,0,0
"(35.130435,125.307692)",3,3,0,0
"(35.173913,125.307692)",6,1,0,0
"(35.217391,125.307692)",6,1,0,0
"(35.260870,125.307692)",4,1,2,0
"(35.304348,125.307692)",5,1,4,0
"(35.347826,125.307692)",1,2,4,0
"(35.391304,125.307692)",1,0,6,0
"(35.434783,125.307692)",1,0,5,0
"(35.478261,125.307692)",1,0,4,0
"(35.521739,125.307692)",1,0,3,0
"(35.565217,125.307692)",1,0,3,0
"(35.608696,125.307692)",2,0,2,0
"(35.652174,125.307692)",2,0,2,0
"(35.695652,125.307692)",1,0,0,0
"(35.739130,125.307692)",0,0,0,0
"(35.782609,125.307692)",0,0,0,0
"(35.826087,125.307692)",0,0,0,0
"(35.869565,125.307692)",1,0,0,0
"(35.913043,125.307692)",1,1,0,0
"(35.956522,125.307692)",0,0,1,0
"(32.000000,125.358974)",2,0,1,0
"(32.043478,125.358974)",1,0,2,0
"(32.086957,125.358974)",1,0,1,0
"(32.130435,125.358974)",8,1,0,0
"(32.173913,125.358974)",5,2,5,0
"(32.217391,125.358974)",1,0,0,0
"(32.260870,125.358974)",1,0,0,0
"(32.304348,125.358974)",2,3,0,0
"(32.347826,125.358974)",0,3,2,0
"(32.391304,125.358974)",1,3,1,0
"(32.434783,125.358974)",1,3,0,0
"(32.478261,125.358974)",0,1,1,0
"(32.521739,125.358974)",0,0,0,0
"(32.565217,125.358974)",0,0,0,0
"(32.608696,125.358974)",2,0,0,0
"(32.652174,125.358974)",2,0,0,0
"(32.695652,125.358974)",1,0,0,0
"(32.739130,125.358974)",0,0,0,0
"(32.782609,125.358974)",0,2,1,0
"(32.826087,125.358974)",4,2,2,0
